timestamp,state,description,oilPressure,coolantTemperature,engineRPM,engineVibration,batteryVoltageDC,gensetVoltageAC,gensetCurrentAC,gensetFrequencyAC,gensetPowerAC,fuelLevel,hoursMeter
2025-07-01 12:43:40,Failure,Sudden Power Loss,0.66,119.97,1221.57,488,9.43,4.15,0.0,44.1,66.09,68.08,1357.449
2025-07-01 12:43:45,Failure,Sudden Power Loss,0.63,104.38,1636.44,447,9.56,4.92,0.0,51.01,0.0,68.08,1357.451
2025-07-01 12:43:50,Failure,Sudden Power Loss,0.73,109.83,1569.63,543,7.94,0.0,0.0,43.35,0.0,68.08,1357.452
2025-07-01 12:43:55,Failure,Sudden Power Loss,0.73,102.18,1158.55,355,7.79,1.14,0.0,43.51,0.8,68.07,1357.453
2025-07-01 12:44:00,Failure,Sudden Power Loss,0.13,109.4,1438.11,475,9.63,4.27,1.65,41.27,190.55,68.07,1357.455
2025-07-01 12:44:05,Failure,Sudden Power Loss,0.36,115.63,1269.02,443,9.84,10.19,0.0,43.48,62.89,68.06,1357.456
2025-07-01 12:44:10,Failure,Sudden Power Loss,0.61,109.56,1216.45,507,7.84,0.0,0.0,44.08,16.13,68.06,1357.457
2025-07-01 12:44:15,Failure,Sudden Power Loss,0.54,110.2,1056.67,498,8.52,0.0,1.08,46.04,263.08,68.06,1357.459
2025-07-01 12:44:20,Failure,Sudden Power Loss,0.38,113.92,1239.45,412,9.16,1.12,2.01,47.66,151.61,68.05,1357.46
2025-07-01 12:44:25,Failure,Sudden Power Loss,0.51,105.22,1451.61,613,8.8,3.37,0.69,46.02,0.0,68.05,1357.462
2025-07-01 12:44:30,Failure,Sudden Power Loss,0.48,104.94,953.75,499,8.18,0.59,0.99,45.9,324.27,68.05,1357.463
2025-07-01 12:44:35,Failure,Sudden Power Loss,0.3,102.75,1018.31,451,7.28,0.0,0.0,45.65,0.0,68.04,1357.464
2025-07-01 12:44:40,Failure,Sudden Power Loss,0.66,117.04,1199.17,452,9.77,0.0,0.43,45.02,162.72,68.04,1357.466
2025-07-01 12:44:45,Failure,Sudden Power Loss,0.73,107.48,1201.17,414,9.71,4.93,1.73,43.48,134.87,68.04,1357.467
2025-07-01 12:44:50,Failure,Sudden Power Loss,0.57,102.21,979.98,563,8.99,3.62,2.33,47.22,21.63,68.03,1357.469
2025-07-01 12:44:55,Failure,Sudden Power Loss,0.51,111.93,1289.47,412,9.92,0.0,0.0,46.68,86.85,68.03,1357.47
2025-07-01 12:45:00,Failure,Sudden Power Loss,0.51,109.38,1256.7,623,7.96,1.47,0.13,47.67,79.52,68.03,1357.471
2025-07-01 12:45:05,Failure,Sudden Power Loss,0.64,106.84,1038.49,452,8.52,0.0,0.0,41.85,90.66,68.02,1357.473
2025-07-01 12:45:10,Failure,Sudden Power Loss,0.39,111.51,1094.13,421,10.27,1.66,1.46,45.55,20.41,68.02,1357.474
2025-07-01 12:45:15,Failure,Sudden Power Loss,0.37,110.59,1143.38,666,9.58,0.0,1.61,47.6,0.0,68.02,1357.476
2025-07-01 12:45:20,Failure,Sudden Power Loss,0.4,110.53,1289.95,561,9.47,0.0,4.04,42.58,63.96,68.01,1357.477
2025-07-01 12:45:25,Failure,Sudden Power Loss,0.61,93.56,1342.14,532,7.95,0.0,0.0,40.25,135.43,68.01,1357.478
2025-07-01 12:45:30,Failure,Sudden Power Loss,0.44,106.15,1480.62,442,8.39,0.0,0.37,43.62,0.0,68.01,1357.48
2025-07-01 12:45:35,Failure,Sudden Power Loss,0.46,116.55,1063.46,337,9.86,0.0,0.51,46.85,85.94,68.0,1357.481
2025-07-01 12:45:40,Failure,Sudden Power Loss,0.53,112.14,1155.9,512,8.28,0.3,0.0,46.64,0.0,68.0,1357.482
2025-07-01 12:45:45,Failure,Sudden Power Loss,0.67,108.58,1245.28,513,11.22,7.22,0.0,44.86,69.9,67.99,1357.484
2025-07-01 12:45:50,Normal,Normal Operation,3.86,81.44,1522.22,39,13.32,228.82,15.2,49.99,12545.69,67.99,1357.485
2025-07-01 12:45:55,Normal,Normal Operation,3.11,76.51,1582.0,53,13.04,223.33,13.2,49.95,11971.03,67.99,1357.487
2025-07-01 12:46:00,Normal,Normal Operation,3.44,82.96,1639.74,57,13.01,228.77,16.66,50.03,11522.91,67.98,1357.488
2025-07-01 12:46:05,Normal,Normal Operation,3.65,77.97,1618.21,55,12.7,224.22,16.67,49.96,12431.5,67.98,1357.489
2025-07-01 12:46:10,Normal,Normal Operation,3.32,80.39,1645.03,58,12.96,226.85,17.84,49.99,11814.74,67.98,1357.491
2025-07-01 12:46:15,Normal,Normal Operation,3.87,77.22,1554.75,50,12.93,228.06,9.03,49.98,11820.42,67.97,1357.492
2025-07-01 12:46:20,Normal,Normal Operation,3.39,78.48,1644.77,60,12.73,226.34,13.83,49.88,12140.6,67.97,1357.494
2025-07-01 12:46:25,Normal,Normal Operation,3.73,81.67,1553.03,67,13.03,227.49,12.81,49.81,12110.83,67.97,1357.495
2025-07-01 12:46:30,Normal,Normal Operation,3.29,75.43,1619.38,52,13.34,229.1,11.38,49.96,11579.86,67.96,1357.496
2025-07-01 12:46:35,Normal,Normal Operation,3.88,82.94,1600.51,53,12.69,221.31,14.22,49.95,12716.37,67.96,1357.498
2025-07-01 12:46:40,Normal,Normal Operation,3.67,85.71,1642.06,47,13.11,223.72,12.99,49.98,11967.44,67.96,1357.499
2025-07-01 12:46:45,Normal,Normal Operation,3.52,81.16,1621.73,72,13.31,224.52,14.74,49.97,11552.77,67.95,1357.501
2025-07-01 12:46:50,Normal,Normal Operation,3.43,81.96,1559.67,45,12.99,227.78,8.67,50.08,11630.74,67.95,1357.502
2025-07-01 12:46:55,Normal,Normal Operation,3.27,80.45,1586.97,29,12.99,222.92,15.15,50.21,12248.01,67.95,1357.503
2025-07-01 12:47:00,Normal,Normal Operation,3.59,83.21,1560.28,69,12.55,226.54,11.85,49.93,12306.03,67.94,1357.505
2025-07-01 12:47:05,Normal,Normal Operation,3.49,81.19,1628.24,50,13.15,226.91,13.71,50.18,12045.09,67.94,1357.506
2025-07-01 12:47:10,Normal,Normal Operation,3.32,80.06,1539.92,54,13.38,221.83,11.0,50.14,11662.07,67.94,1357.507
2025-07-01 12:47:15,Normal,Normal Operation,3.51,76.02,1625.49,41,13.14,222.96,16.44,50.13,12420.47,67.93,1357.509
2025-07-01 12:47:20,Normal,Normal Operation,3.52,79.96,1581.05,46,12.99,222.44,13.18,49.95,12264.92,67.93,1357.51
2025-07-01 12:47:25,Normal,Normal Operation,3.3,80.84,1524.58,45,13.09,226.95,17.92,49.83,12294.81,67.92,1357.512
2025-07-01 12:47:30,Normal,Normal Operation,3.37,81.81,1591.6,46,13.09,223.96,16.93,50.27,11761.6,67.92,1357.513
2025-07-01 12:47:35,Normal,Normal Operation,3.68,81.02,1599.4,41,12.9,221.57,14.86,50.0,12681.63,67.92,1357.514
2025-07-01 12:47:40,Normal,Normal Operation,3.72,76.01,1563.52,46,13.07,225.86,17.19,50.0,12156.22,67.91,1357.516
2025-07-01 12:47:45,Normal,Normal Operation,3.31,75.86,1637.89,33,13.03,222.53,15.76,49.95,12169.91,67.91,1357.517
2025-07-01 12:47:50,Normal,Normal Operation,3.62,78.02,1563.9,50,12.75,224.72,11.26,50.23,11614.94,67.91,1357.519
2025-07-01 12:47:55,Normal,Normal Operation,3.89,82.34,1619.07,55,13.15,225.99,15.93,50.02,11293.44,67.9,1357.52
2025-07-01 12:48:00,Normal,Normal Operation,3.53,87.83,1616.2,59,13.08,225.98,15.4,50.1,12413.06,67.9,1357.521
2025-07-01 12:48:05,Normal,Normal Operation,3.4,77.0,1678.73,61,13.31,227.72,12.73,49.99,12476.35,67.9,1357.523
2025-07-01 12:48:10,Normal,Normal Operation,3.47,83.8,1619.87,53,12.94,227.08,15.91,49.93,11108.7,67.89,1357.524
2025-07-01 12:48:15,Normal,Normal Operation,3.56,83.39,1616.94,56,12.91,225.76,17.0,49.96,12621.67,67.89,1357.526
2025-07-01 12:48:20,Normal,Normal Operation,2.98,83.0,1639.68,66,13.05,228.45,16.31,50.09,11981.62,67.89,1357.527
2025-07-01 12:48:25,Normal,Normal Operation,3.45,69.7,1615.17,51,12.8,223.56,13.33,50.05,12414.03,67.88,1357.528
2025-07-01 12:48:30,Normal,Normal Operation,3.85,78.68,1649.67,52,12.68,223.33,14.79,50.13,11909.4,67.88,1357.53
2025-07-01 12:48:35,Normal,Normal Operation,3.53,87.35,1688.56,70,12.78,226.93,15.51,50.0,13216.21,67.88,1357.531
2025-07-01 12:48:40,Normal,Normal Operation,3.73,87.75,1678.54,41,12.9,221.93,17.97,49.99,10909.77,67.87,1357.532
2025-07-01 12:48:45,Normal,Normal Operation,3.33,72.57,1595.72,45,12.93,225.05,17.54,50.02,12291.17,67.87,1357.534
2025-07-01 12:48:50,Normal,Normal Operation,3.73,79.32,1616.24,58,13.08,226.09,13.79,50.01,12470.48,67.87,1357.535
2025-07-01 12:48:55,Normal,Normal Operation,3.54,80.88,1651.83,51,13.15,226.37,15.62,49.77,11387.95,67.86,1357.537
2025-07-01 12:49:00,Normal,Normal Operation,3.76,81.11,1675.75,58,13.03,222.38,14.43,50.12,12183.43,67.86,1357.538
2025-07-01 12:49:05,Normal,Normal Operation,3.34,80.69,1636.81,55,12.89,222.31,14.92,49.98,12302.42,67.85,1357.539
2025-07-01 12:49:10,Normal,Normal Operation,3.48,80.48,1567.17,32,12.73,223.49,18.19,50.02,11698.05,67.85,1357.541
2025-07-01 12:49:15,Normal,Normal Operation,3.69,79.32,1494.5,45,13.05,225.07,12.94,50.23,12103.83,67.85,1357.542
2025-07-01 12:49:20,Normal,Normal Operation,3.14,83.19,1616.21,40,12.87,226.36,17.94,50.03,12365.23,67.84,1357.544
2025-07-01 12:49:25,Normal,Normal Operation,4.03,76.82,1592.83,37,12.58,227.72,15.19,49.97,11823.83,67.84,1357.545
2025-07-01 12:49:30,Normal,Normal Operation,3.82,83.51,1656.14,44,12.89,225.89,18.88,50.16,11341.04,67.84,1357.546
2025-07-01 12:49:35,Normal,Normal Operation,3.61,74.49,1664.12,50,12.61,223.06,14.27,50.01,12488.39,67.83,1357.548
2025-07-01 12:49:40,Normal,Normal Operation,3.27,85.78,1618.04,50,12.89,224.04,14.98,49.86,11786.06,67.83,1357.549
2025-07-01 12:49:45,Normal,Normal Operation,3.52,78.18,1588.48,53,13.03,225.97,15.17,49.87,13039.34,67.83,1357.551
2025-07-01 12:49:50,Normal,Normal Operation,3.81,76.74,1664.29,43,13.27,219.17,14.15,49.9,11384.84,67.82,1357.552
2025-07-01 12:49:55,Normal,Normal Operation,3.73,81.27,1599.81,57,13.42,225.65,15.22,49.98,12851.42,67.82,1357.553
2025-07-01 12:50:00,Normal,Normal Operation,3.6,79.52,1707.72,28,12.8,223.07,15.08,50.02,12495.4,67.82,1357.555
2025-07-01 12:50:05,Normal,Normal Operation,3.48,81.19,1615.17,71,12.84,227.37,12.24,49.9,11284.45,67.81,1357.556
2025-07-01 12:50:10,Normal,Normal Operation,3.36,82.81,1558.11,52,12.7,223.12,17.05,50.07,12062.02,67.81,1357.557
2025-07-01 12:50:15,Normal,Normal Operation,3.63,78.34,1705.11,56,13.01,225.75,16.74,49.96,11549.28,67.81,1357.559
2025-07-01 12:50:20,Normal,Normal Operation,3.42,84.53,1570.93,44,13.33,229.34,15.55,50.03,12589.94,67.8,1357.56
2025-07-01 12:50:25,Normal,Normal Operation,3.48,81.86,1526.94,38,13.03,223.63,12.69,49.84,12415.47,67.8,1357.562
2025-07-01 12:50:30,Normal,Normal Operation,3.35,78.74,1541.45,52,12.88,226.4,15.9,49.95,12414.37,67.8,1357.563
2025-07-01 12:50:35,Normal,Normal Operation,3.21,82.42,1638.73,62,13.07,224.59,17.93,49.93,11943.82,67.79,1357.564
2025-07-01 12:50:40,Normal,Normal Operation,3.67,80.36,1573.82,45,13.11,225.45,17.57,50.13,12563.62,67.79,1357.566
2025-07-01 12:50:45,Normal,Normal Operation,3.58,80.77,1578.93,58,13.36,225.22,14.31,49.98,13126.73,67.78,1357.567
2025-07-01 12:50:50,Normal,Normal Operation,3.48,80.52,1567.7,41,13.3,226.37,14.73,49.97,11651.56,67.78,1357.569
2025-07-01 12:50:55,Normal,Normal Operation,3.27,78.35,1665.36,46,12.89,224.07,19.26,50.09,10830.09,67.78,1357.57
2025-07-01 12:51:00,Normal,Normal Operation,3.53,82.63,1643.68,46,12.88,223.78,16.22,50.07,11800.59,67.77,1357.571
2025-07-01 12:51:05,Normal,Normal Operation,3.48,79.8,1603.23,64,13.17,226.22,14.04,49.9,11607.82,67.77,1357.573
2025-07-01 12:51:10,Normal,Normal Operation,3.69,78.12,1551.61,56,12.88,225.22,17.31,49.95,12762.02,67.77,1357.574
2025-07-01 12:51:15,Normal,Normal Operation,3.5,79.39,1637.59,54,13.11,224.02,16.37,49.89,12526.8,67.76,1357.576
2025-07-01 12:51:20,Normal,Normal Operation,3.57,83.42,1572.39,47,13.23,222.94,14.26,50.08,12745.95,67.76,1357.577
2025-07-01 12:51:25,Normal,Normal Operation,3.49,78.95,1584.74,50,13.12,224.87,13.26,50.01,11432.88,67.76,1357.578
2025-07-01 12:51:30,Normal,Normal Operation,3.44,81.07,1581.02,50,12.98,224.12,14.68,50.02,12314.28,67.75,1357.58
2025-07-01 12:51:35,Normal,Normal Operation,3.51,82.34,1593.38,45,12.9,225.76,16.68,49.87,11843.94,67.75,1357.581
2025-07-01 12:51:40,Normal,Normal Operation,3.55,74.12,1546.32,36,12.95,224.39,17.31,50.07,12762.62,67.75,1357.582
2025-07-01 12:51:45,Normal,Normal Operation,3.75,86.11,1661.68,59,12.79,224.58,16.05,50.03,10794.21,67.74,1357.584
2025-07-01 12:51:50,Normal,Normal Operation,4.04,76.3,1622.72,45,13.09,227.23,16.27,50.08,12607.28,67.74,1357.585
2025-07-01 12:51:55,Normal,Normal Operation,3.6,79.32,1548.25,57,12.86,222.76,12.13,50.08,11851.82,67.74,1357.587
2025-07-01 12:52:00,Normal,Normal Operation,3.42,77.28,1650.99,68,13.07,226.71,12.28,49.64,11580.55,67.73,1357.588
2025-07-01 12:52:05,Normal,Normal Operation,3.29,86.5,1605.22,43,12.82,223.28,12.87,49.98,12525.68,67.73,1357.589
2025-07-01 12:52:10,Normal,Normal Operation,3.61,76.82,1607.88,52,12.96,227.91,15.32,50.19,12488.68,67.73,1357.591
2025-07-01 12:52:15,Normal,Normal Operation,3.76,80.43,1664.56,69,12.79,224.19,14.51,49.91,11943.34,67.72,1357.592
2025-07-01 12:52:20,Normal,Normal Operation,3.9,75.52,1634.68,46,12.97,223.61,15.45,50.11,11916.04,67.72,1357.594
2025-07-01 12:52:25,Normal,Normal Operation,3.49,78.73,1623.74,69,13.09,229.12,14.11,50.13,11190.36,67.71,1357.595
2025-07-01 12:52:30,Normal,Normal Operation,3.45,78.24,1545.88,63,12.95,226.56,15.22,50.12,11472.68,67.71,1357.596
2025-07-01 12:52:35,Normal,Normal Operation,3.42,78.6,1555.09,47,13.16,220.6,16.18,50.07,12065.1,67.71,1357.598
2025-07-01 12:52:40,Normal,Normal Operation,3.45,81.32,1511.66,55,13.06,225.05,14.23,49.84,11030.07,67.7,1357.599
2025-07-01 12:52:45,Normal,Normal Operation,3.65,80.92,1507.74,54,12.94,223.57,14.45,50.03,11995.5,67.7,1357.601
2025-07-01 12:52:50,Normal,Normal Operation,3.43,78.45,1576.67,61,12.75,225.44,19.3,49.97,11920.75,67.7,1357.602
2025-07-01 12:52:55,Normal,Normal Operation,3.74,76.65,1540.45,56,13.44,222.98,13.32,49.92,11581.28,67.69,1357.603
2025-07-01 12:53:00,Normal,Normal Operation,3.13,80.99,1626.03,46,13.2,225.69,11.57,50.07,12079.92,67.69,1357.605
2025-07-01 12:53:05,Normal,Normal Operation,3.44,80.11,1707.85,40,12.62,223.64,14.88,49.93,12422.14,67.69,1357.606
2025-07-01 12:53:10,Normal,Normal Operation,3.74,81.59,1500.27,61,12.95,220.89,15.33,50.01,12346.7,67.68,1357.607
2025-07-01 12:53:15,Normal,Normal Operation,3.06,77.89,1527.29,60,13.26,225.21,17.23,50.23,11880.83,67.68,1357.609
2025-07-01 12:53:20,Normal,Normal Operation,3.67,76.39,1695.85,59,12.96,224.15,14.51,50.06,11329.71,67.68,1357.61
2025-07-01 12:53:25,Normal,Normal Operation,3.44,80.02,1551.63,36,13.05,225.8,11.61,49.91,12631.09,67.67,1357.612
2025-07-01 12:53:30,Normal,Normal Operation,3.58,80.26,1707.29,51,13.14,225.78,10.52,50.1,12060.31,67.67,1357.613
2025-07-01 12:53:35,Normal,Normal Operation,3.46,79.78,1633.4,46,12.99,224.83,15.21,50.04,12094.31,67.67,1357.614
2025-07-01 12:53:40,Normal,Normal Operation,3.73,79.39,1566.94,38,13.02,227.72,15.31,49.85,10984.98,67.66,1357.616
2025-07-01 12:53:45,Normal,Normal Operation,3.57,75.55,1657.45,47,13.23,224.73,14.09,50.08,12382.39,67.66,1357.617
2025-07-01 12:53:50,Normal,Normal Operation,3.23,76.71,1626.33,41,13.08,221.91,14.59,50.0,11759.17,67.66,1357.619
2025-07-01 12:53:55,Normal,Normal Operation,3.53,79.71,1670.94,56,13.46,224.9,14.73,50.17,12261.13,67.65,1357.62
2025-07-01 12:54:00,Normal,Normal Operation,3.48,82.76,1617.19,41,12.9,222.3,14.7,49.9,12084.97,67.65,1357.621
2025-07-01 12:54:05,Normal,Normal Operation,3.67,80.24,1547.15,50,13.04,222.51,15.57,50.12,12196.97,67.64,1357.623
2025-07-01 12:54:10,Normal,Normal Operation,3.37,78.73,1587.35,40,13.04,225.36,14.61,49.96,12580.63,67.64,1357.624
2025-07-01 12:54:15,Normal,Normal Operation,3.5,83.96,1537.77,35,12.89,222.02,15.76,49.9,11496.87,67.64,1357.626
2025-07-01 12:54:20,Normal,Normal Operation,3.65,82.78,1629.86,59,12.99,227.09,14.64,49.91,11870.76,67.63,1357.627
2025-07-01 12:54:25,Normal,Normal Operation,3.69,82.73,1581.16,67,13.31,222.06,14.24,49.91,12216.26,67.63,1357.628
2025-07-01 12:54:30,Normal,Normal Operation,3.68,79.34,1620.27,36,12.93,226.96,15.73,50.1,12165.92,67.63,1357.63
2025-07-01 12:54:35,Normal,Normal Operation,3.49,78.55,1613.36,58,12.88,223.57,12.6,50.12,11955.14,67.62,1357.631
2025-07-01 12:54:40,Normal,Normal Operation,3.67,81.02,1639.12,74,13.26,228.22,10.52,49.94,11157.61,67.62,1357.632
2025-07-01 12:54:45,Normal,Normal Operation,3.58,80.94,1523.89,54,13.11,224.36,17.48,50.05,12216.88,67.62,1357.634
2025-07-01 12:54:50,Normal,Normal Operation,3.46,80.54,1572.98,40,13.03,224.79,12.35,50.02,11427.75,67.61,1357.635
2025-07-01 12:54:55,Normal,Normal Operation,3.86,81.03,1637.64,46,13.06,224.47,13.6,49.92,12085.99,67.61,1357.637
2025-07-01 12:55:00,Normal,Normal Operation,3.58,81.17,1602.44,43,13.03,225.59,13.02,49.87,12739.68,67.61,1357.638
2025-07-01 12:55:05,Normal,Normal Operation,3.23,81.59,1643.9,55,13.27,225.62,10.96,50.07,12079.02,67.6,1357.639
2025-07-01 12:55:10,Normal,Normal Operation,3.55,82.64,1573.06,55,13.14,223.39,11.88,49.97,11405.5,67.6,1357.641
2025-07-01 12:55:15,Normal,Normal Operation,3.36,83.78,1502.49,59,13.55,227.34,13.6,49.89,11829.75,67.6,1357.642
2025-07-01 12:55:20,Normal,Normal Operation,3.44,82.46,1557.74,36,13.05,225.6,12.64,50.18,11936.24,67.59,1357.644
2025-07-01 12:55:25,Normal,Normal Operation,3.57,85.97,1649.66,38,12.97,221.69,13.03,49.95,11491.83,67.59,1357.645
2025-07-01 12:55:30,Normal,Normal Operation,3.76,76.13,1663.1,45,12.77,220.6,12.74,49.87,12626.1,67.59,1357.646
2025-07-01 12:55:35,Normal,Normal Operation,3.19,76.05,1674.7,50,12.8,225.13,14.47,50.16,11794.35,67.58,1357.648
2025-07-01 12:55:40,Normal,Normal Operation,3.57,82.71,1574.02,51,13.17,226.4,15.85,50.09,11355.58,67.58,1357.649
2025-07-01 12:55:45,Normal,Normal Operation,3.64,80.86,1555.71,35,13.01,229.15,15.37,49.86,11192.5,67.57,1357.651
2025-07-01 12:55:50,Normal,Normal Operation,3.41,82.11,1620.17,55,12.92,221.83,15.91,49.94,11823.09,67.57,1357.652
2025-07-01 12:55:55,Normal,Normal Operation,3.64,80.57,1631.49,49,13.3,223.22,13.89,49.9,11967.92,67.57,1357.653
2025-07-01 12:56:00,Normal,Normal Operation,3.43,79.37,1608.3,33,12.92,226.43,17.6,50.07,11599.41,67.56,1357.655
2025-07-01 12:56:05,Normal,Normal Operation,3.54,79.35,1581.31,40,13.13,227.93,15.7,50.01,12030.24,67.56,1357.656
2025-07-01 12:56:10,Normal,Normal Operation,3.15,79.9,1559.98,61,13.06,225.01,15.77,49.96,11231.83,67.56,1357.657
2025-07-01 12:56:15,Normal,Normal Operation,3.52,80.36,1629.56,43,13.1,226.32,13.76,49.94,11400.87,67.55,1357.659
2025-07-01 12:56:20,Normal,Normal Operation,3.48,78.79,1556.32,49,13.02,230.13,14.98,50.06,13004.88,67.55,1357.66
2025-07-01 12:56:25,Normal,Normal Operation,3.08,75.72,1584.47,51,12.92,223.97,15.25,49.87,12311.38,67.55,1357.662
2025-07-01 12:56:30,Normal,Normal Operation,3.37,80.15,1650.97,32,13.1,227.05,17.97,50.16,11379.95,67.54,1357.663
2025-07-01 12:56:35,Normal,Normal Operation,3.62,75.85,1574.6,55,12.91,223.97,15.89,49.97,11726.97,67.54,1357.664
2025-07-01 12:56:40,Normal,Normal Operation,3.72,81.21,1518.51,41,12.9,224.46,13.22,49.96,11841.13,67.54,1357.666
2025-07-01 12:56:45,Normal,Normal Operation,3.32,85.58,1545.38,60,12.99,224.6,13.91,49.92,11956.45,67.53,1357.667
2025-07-01 12:56:50,Normal,Normal Operation,3.7,75.7,1653.21,49,13.03,224.32,10.86,50.04,11569.49,67.53,1357.669
2025-07-01 12:56:55,Normal,Normal Operation,3.75,82.59,1543.32,30,13.08,224.41,15.67,50.14,12819.16,67.53,1357.67
2025-07-01 12:57:00,Normal,Normal Operation,3.47,81.58,1642.48,65,12.87,222.76,16.01,49.96,12236.54,67.52,1357.671
2025-07-01 12:57:05,Normal,Normal Operation,3.41,75.73,1612.8,36,13.04,221.29,14.33,49.84,12038.91,67.52,1357.673
2025-07-01 12:57:10,Normal,Normal Operation,3.6,82.28,1636.86,57,13.09,220.66,10.93,49.93,11658.4,67.52,1357.674
2025-07-01 12:57:15,Normal,Normal Operation,3.55,85.1,1650.48,44,13.05,226.85,12.01,50.09,12306.98,67.51,1357.676
2025-07-01 12:57:20,Normal,Normal Operation,3.27,81.63,1746.65,40,13.32,224.98,17.76,50.01,12437.84,67.51,1357.677
2025-07-01 12:57:25,Normal,Normal Operation,3.54,76.79,1562.41,35,12.76,225.87,13.14,50.07,12202.62,67.5,1357.678
2025-07-01 12:57:30,Normal,Normal Operation,3.38,79.12,1666.77,51,13.04,226.9,14.5,49.98,12209.17,67.5,1357.68
2025-07-01 12:57:35,Normal,Normal Operation,2.93,80.18,1620.09,34,12.93,223.54,14.3,50.04,11288.09,67.5,1357.681
2025-07-01 12:57:40,Normal,Normal Operation,3.23,83.07,1590.52,40,12.7,225.2,19.55,49.91,12240.03,67.49,1357.682
2025-07-01 12:57:45,Normal,Normal Operation,3.69,86.93,1574.22,59,12.98,227.47,16.13,50.08,11767.07,67.49,1357.684
2025-07-01 12:57:50,Normal,Normal Operation,3.62,78.03,1628.22,53,13.16,225.48,13.67,49.89,10340.32,67.49,1357.685
2025-07-01 12:57:55,Normal,Normal Operation,3.52,84.83,1680.88,65,12.75,224.04,17.42,50.08,11722.55,67.48,1357.687
2025-07-01 12:58:00,Normal,Normal Operation,3.68,83.79,1653.41,58,13.03,224.96,16.56,49.71,12720.75,67.48,1357.688
2025-07-01 12:58:05,Normal,Normal Operation,3.55,78.27,1609.23,60,12.95,227.3,13.72,50.17,11024.48,67.48,1357.689
2025-07-01 12:58:10,Normal,Normal Operation,3.25,81.54,1633.43,55,12.83,221.47,18.11,49.85,12329.85,67.47,1357.691
2025-07-01 12:58:15,Normal,Normal Operation,3.54,78.43,1602.31,51,13.21,227.46,11.65,49.95,11324.35,67.47,1357.692
2025-07-01 12:58:20,Normal,Normal Operation,3.44,82.33,1569.22,31,12.89,225.8,13.07,49.98,10734.15,67.47,1357.694
2025-07-01 12:58:25,Normal,Normal Operation,3.47,73.24,1529.62,53,12.97,226.27,15.41,50.06,11709.34,67.46,1357.695
2025-07-01 12:58:30,Normal,Normal Operation,3.39,76.69,1625.15,62,13.24,225.52,14.9,50.08,11719.78,67.46,1357.696
2025-07-01 12:58:35,Normal,Normal Operation,3.46,83.5,1584.84,67,13.25,221.54,14.83,50.05,12531.31,67.46,1357.698
2025-07-01 12:58:40,Normal,Normal Operation,3.3,78.85,1561.59,43,13.32,225.55,13.32,49.99,12382.2,67.45,1357.699
2025-07-01 12:58:45,Normal,Normal Operation,3.43,84.36,1663.82,56,12.91,225.23,16.24,50.25,11661.01,67.45,1357.701
2025-07-01 12:58:50,Normal,Normal Operation,3.11,81.77,1636.64,39,13.23,224.69,14.86,49.89,11315.94,67.45,1357.702
2025-07-01 12:58:55,Normal,Normal Operation,3.64,82.34,1570.44,43,13.11,223.21,11.88,50.05,12197.81,67.44,1357.703
2025-07-01 12:59:00,Normal,Normal Operation,3.61,80.41,1601.77,47,13.13,225.91,17.38,49.93,11902.91,67.44,1357.705
2025-07-01 12:59:05,Normal,Normal Operation,3.52,80.85,1584.91,56,12.89,228.19,15.58,50.16,12062.01,67.43,1357.706
2025-07-01 12:59:10,Normal,Normal Operation,3.3,79.61,1524.0,56,13.31,225.8,15.42,49.97,12260.95,67.43,1357.707
2025-07-01 12:59:15,Normal,Normal Operation,3.71,85.62,1597.14,63,13.05,224.93,13.05,50.01,12548.54,67.43,1357.709
2025-07-01 12:59:20,Normal,Normal Operation,3.48,82.89,1585.05,44,12.99,226.17,12.91,50.0,12185.56,67.42,1357.71
2025-07-01 12:59:25,Normal,Normal Operation,3.63,82.28,1626.26,38,12.98,227.85,16.28,50.06,11818.78,67.42,1357.712
2025-07-01 12:59:30,Normal,Normal Operation,3.43,80.22,1516.51,52,13.1,225.01,12.74,49.86,12129.14,67.42,1357.713
2025-07-01 12:59:35,Normal,Normal Operation,3.19,84.94,1593.15,61,12.88,226.75,17.23,50.1,11641.44,67.41,1357.714
2025-07-01 12:59:40,Normal,Normal Operation,3.4,78.62,1596.5,36,12.97,225.16,13.66,50.21,11895.27,67.41,1357.716
2025-07-01 12:59:45,Normal,Normal Operation,3.33,78.72,1641.1,57,13.25,223.89,15.78,50.04,11997.65,67.41,1357.717
2025-07-01 12:59:50,Normal,Normal Operation,3.44,85.5,1676.71,32,12.6,224.8,15.67,50.0,12097.74,67.4,1357.719
2025-07-01 12:59:55,Normal,Normal Operation,3.69,79.95,1557.53,53,12.75,223.92,12.83,49.99,11533.08,67.4,1357.72
2025-07-01 13:00:00,Anomaly,Coolant Temp Rise,1.41,91.11,1627.57,230,10.84,195.38,35.35,51.04,7848.58,67.4,1357.721
2025-07-01 13:00:05,Anomaly,Coolant Temp Rise,1.35,90.09,1540.75,185,11.02,198.21,32.86,49.48,8342.78,67.39,1357.723
2025-07-01 13:00:10,Anomaly,Coolant Temp Rise,1.46,94.92,1353.41,210,10.86,188.69,31.81,49.09,8248.96,67.39,1357.724
2025-07-01 13:00:15,Anomaly,Coolant Temp Rise,1.11,92.38,1599.55,261,10.02,200.52,30.83,49.6,8263.71,67.39,1357.726
